b_g_printers,b_clear_tapes,b_branded_tapes,b_plastic_bags_small,b_carton_boxes_small,b_carton_boxes_medium,b_carton_boxes_large,b_plastic_bags_medium,b_kg_90_suck,b_kg_50_suck
-13,-85,-18,-15,-13,-13,-15,-17,-13,-18
